Version ID,Class Name,LOC,LOC_touched,Age,Revision number,Fix number,Author Number,LOC_added,MAX_LOC_added,AVG_LOC_added,churn,MAX_churn,Buggyness
2,hedwig-client/src/main/java/org/apache/hedwig/client/netty/ConnectCallback.java,129,8,12,1,1,1,7,7,7.0,6,6,no
2,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigClientImpl.java,363,16,12,1,1,1,5,5,5.0,6,6,no
2,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigPublisher.java,242,13,12,1,1,1,12,12,12.0,11,11,no
2,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java,682,144,12,4,1,1,120,38,30.0,96,37,no
2,hedwig-client/src/main/java/org/apache/hedwig/client/netty/ResponseHandler.java,366,2,12,1,0,1,1,1,1.0,0,0,no
2,hedwig-client/src/main/java/org/apache/hedwig/client/netty/WriteCallback.java,103,6,12,1,1,1,5,5,5.0,4,4,no
2,hedwig-client/src/main/java/org/apache/hedwig/client/ssl/SslClientContextFactory.java,41,0,12,0,0,0,0,0,0.0,0,0,no
2,hedwig-client/src/main/java/org/apache/hedwig/client/ssl/SslContextFactory.java,66,0,12,0,0,0,0,0,0.0,0,0,no
2,hedwig-client/src/main/java/org/apache/hedwig/conf/AbstractConfiguration.java,63,9,12,1,0,1,9,9,9.0,9,9,no
2,hedwig-client/src/main/java/org/apache/hedwig/util/Callback.java,47,0,12,0,0,0,0,0,0.0,0,0,no
2,hedwig-client/src/main/java/org/apache/hedwig/util/CallbackUtils.java,183,0,12,0,0,0,0,0,0.0,0,0,no
2,hedwig-client/src/main/java/org/apache/hedwig/util/ConcurrencyUtils.java,49,0,12,0,0,0,0,0,0.0,0,0,no
2,hedwig-client/src/main/java/org/apache/hedwig/util/Either.java,50,0,12,0,0,0,0,0,0.0,0,0,no
2,hedwig-client/src/main/java/org/apache/hedwig/util/FileUtils.java,98,0,12,0,0,0,0,0,0.0,0,0,no
2,hedwig-client/src/main/java/org/apache/hedwig/util/HedwigSocketAddress.java,143,5,12,1,0,1,5,5,5.0,5,5,no
2,hedwig-client/src/main/java/org/apache/hedwig/util/Option.java,43,0,12,0,0,0,0,0,0.0,0,0,no
