@relation BOOKKEEPER_trainingSet6-weka.filters.unsupervised.attribute.Remove-R1-2

@attribute LOC numeric
@attribute LOC_touched numeric
@attribute Age numeric
@attribute 'Revision number' numeric
@attribute 'Fix number' numeric
@attribute 'Author Number' numeric
@attribute LOC_added numeric
@attribute MAX_LOC_added numeric
@attribute AVG_LOC_added numeric
@attribute churn numeric
@attribute MAX_churn numeric
@attribute Buggyness {no,yes}

@data
467,391,11,9,5,3,273,18,30.333333,181,102,yes
189,94,11,3,0,2,56,11,18.666667,60,38,no
153,4,11,2,1,2,2,1,1,0,0,no
84,0,11,0,0,0,0,0,0,0,0,yes
182,107,11,5,4,3,60,1,12,55,34,no
358,707,11,12,9,3,438,1,36.5,425,122,no
126,19,11,3,2,2,9,1,3,1,1,no
106,35,11,2,1,1,31,3,15.5,27,27,no
109,53,11,2,0,1,36,6,18,19,15,no
85,0,11,0,0,0,0,0,0,0,0,no
236,131,11,5,1,2,127,10,25.4,129,54,no
314,110,11,4,3,1,74,2,18.5,110,36,yes
694,161,11,6,1,3,153,27,25.5,145,50,yes
27,0,11,0,0,0,0,0,0,0,0,no
89,5,11,1,0,1,3,3,3,1,1,no
301,388,11,7,1,3,203,129,29,234,123,yes
153,120,11,5,1,3,49,15,9.8,34,19,no
92,102,11,4,0,2,97,72,24.25,102,72,no
466,297,11,5,1,3,128,10,25.6,53,30,no
93,103,11,4,0,2,98,72,24.5,103,72,no
244,121,11,5,0,3,78,53,15.6,57,35,no
192,225,11,2,0,2,135,39,67.5,135,90,no
250,320,11,4,0,2,236,145,59,168,109,yes
109,109,11,3,0,1,109,64,36.333333,109,64,no
601,903,11,2,0,2,752,691,376,781,691,no
565,689,11,13,0,3,627,394,48.230769,567,394,yes
69,75,11,2,1,1,72,65,36,69,65,no
77,77,11,1,0,1,77,77,77,77,77,no
94,94,11,1,0,1,94,94,94,94,94,no
337,337,11,1,0,1,337,337,337,337,337,no
214,214,11,1,0,1,214,214,214,214,214,no
79,79,11,1,0,1,79,79,79,79,79,no
25,25,11,1,0,1,25,25,25,25,25,no
84,84,11,1,0,1,84,84,84,84,84,no
34,34,11,1,0,1,34,34,34,34,34,no
33,33,11,1,0,1,33,33,33,33,33,no
104,104,11,1,0,1,104,104,104,104,104,no
172,172,11,1,0,1,172,172,172,172,172,no
70,70,11,1,0,1,70,70,70,70,70,no
140,140,11,1,0,1,140,140,140,140,140,no
154,154,11,1,0,1,154,154,154,154,154,yes
248,14,11,1,1,1,13,13,13,12,12,no
275,76,11,2,2,1,62,21,31,48,34,yes
176,4,11,1,0,1,4,4,4,4,4,no
624,165,11,10,5,3,141,2,14.1,121,46,yes
91,5,11,1,1,1,3,3,3,1,1,yes
58,0,11,0,0,0,0,0,0,0,0,yes
132,2,11,1,0,1,1,1,1,0,0,no
4088,4140,11,7,1,2,4114,1493,587.714286,4088,1493,no
558,37,11,2,1,2,33,2,16.5,33,31,no
727,145,11,7,5,3,89,13,12.714286,49,30,yes
150,6,11,1,1,1,4,4,4,2,2,yes
503,651,11,4,0,1,577,234,144.25,503,234,yes
325,505,11,6,0,2,415,269,69.166667,325,269,no
273,313,11,6,2,2,293,267,48.833333,287,267,no
136,148,11,3,1,2,142,139,47.333333,142,139,no
56,56,11,1,0,1,56,56,56,56,56,no
74,88,11,3,0,2,81,63,27,74,63,no
357,575,11,8,0,1,466,289,58.25,359,289,yes
174,0,11,0,0,0,0,0,0,0,0,no
148,0,11,0,0,0,0,0,0,0,0,no
92,0,11,0,0,0,0,0,0,0,0,no
45,47,11,2,0,1,46,45,23,45,45,no
168,174,11,2,1,2,171,166,85.5,168,166,no
77,77,11,1,0,1,77,77,77,77,77,no
664,0,11,0,0,0,0,0,0,0,0,yes
88,33,11,1,0,1,33,33,33,33,33,no
260,22,11,3,1,3,13,3,4.333333,6,5,yes
54,0,11,0,0,0,0,0,0,0,0,no
48,20,11,1,1,1,15,15,15,10,10,no
140,42,11,2,1,2,42,33,21,42,33,no
152,152,11,2,0,1,152,129,76,152,129,no
39,0,11,0,0,0,0,0,0,0,0,no
131,131,11,1,0,1,131,131,131,131,131,no
47,47,11,1,0,1,47,47,47,47,47,no
129,68,11,2,1,2,64,4,32,60,58,no
43,43,11,1,0,1,43,43,43,43,43,no
243,215,11,4,1,2,182,49,45.5,193,88,no
62,64,11,2,1,1,63,32,31.5,62,32,no
45,45,11,1,0,1,45,45,45,45,45,no
94,94,11,1,1,1,94,94,94,94,94,yes
72,0,11,0,0,0,0,0,0,0,0,no
42,0,11,0,0,0,0,0,0,0,0,no
48,0,11,0,0,0,0,0,0,0,0,no
89,30,11,2,1,1,28,26,14,26,25,no
380,64,11,3,1,2,63,35,21,62,34,no
138,6,11,1,1,1,4,4,4,2,2,yes
142,9,11,2,1,1,5,3,2.5,3,2,yes
191,9,11,1,1,1,5,5,5,1,1,no
46,0,11,0,0,0,0,0,0,0,0,no
165,0,11,0,0,0,0,0,0,0,0,no
171,15,11,2,0,1,12,9,6,9,9,no
56,22,11,1,0,1,10,10,10,2,2,no
179,39,11,3,1,2,35,20,11.666667,31,18,no
74,0,11,0,0,0,0,0,0,0,0,no
36,0,11,0,0,0,0,0,0,0,0,no
37,0,11,0,0,0,0,0,0,0,0,no
34,34,11,1,1,1,34,34,34,34,34,no
34,34,11,1,0,1,34,34,34,34,34,no
38,0,11,0,0,0,0,0,0,0,0,no
39,0,11,0,0,0,0,0,0,0,0,no
156,156,11,1,0,1,156,156,156,156,156,no
84,84,11,1,0,1,84,84,84,84,84,no
117,129,11,3,1,2,75,31,25,33,27,no
94,20,11,2,0,1,13,11,6.5,10,8,no
71,36,11,2,0,2,18,7,9,6,3,no
183,485,11,7,2,2,163,11,23.285714,253,200,no
85,51,11,2,0,2,26,9,13,3,2,no
183,183,11,2,0,1,183,139,91.5,183,139,no
70,72,11,2,0,1,71,70,35.5,70,70,no
54,54,11,1,0,1,54,54,54,54,54,no
160,160,11,1,0,1,160,160,160,160,160,no
125,448,11,9,3,2,105,3,11.666667,360,296,no
151,329,11,6,3,2,119,3,19.833333,211,150,no
421,807,11,9,3,2,273,3,30.333333,571,416,yes
219,225,11,4,1,2,222,198,55.5,219,198,yes
50,50,11,1,0,1,50,50,50,50,50,no
42,42,11,2,1,2,42,25,21,42,25,no
624,624,11,2,0,1,624,621,312,624,621,no
377,427,11,3,1,1,402,363,134,377,363,no
383,385,11,2,0,1,384,378,192,383,378,no
72,72,11,1,0,1,72,72,72,72,72,no
92,92,11,1,0,1,92,92,92,92,92,no
284,284,11,2,0,1,284,261,142,284,261,yes
371,371,11,1,0,1,371,371,371,371,371,no
47,47,11,1,0,1,47,47,47,47,47,no
108,108,11,2,0,1,108,101,54,108,101,no
111,111,11,1,0,1,111,111,111,111,111,no
319,319,11,3,0,1,319,298,106.333333,319,298,no
129,1177,11,3,0,1,653,622,217.666667,1153,622,no
49,49,11,1,0,1,49,49,49,49,49,no
358,370,11,4,1,1,364,308,91,358,308,no
277,1271,11,5,0,1,774,538,154.8,863,538,no
49,49,11,2,0,1,49,46,24.5,49,46,no
89,89,11,1,0,1,89,89,89,89,89,no
41,0,11,0,0,0,0,0,0,0,0,no
66,0,11,0,0,0,0,0,0,0,0,no
63,0,11,0,0,0,0,0,0,0,0,no
24,24,11,1,0,1,24,24,24,24,24,no
50,50,11,1,0,1,50,50,50,50,50,no
72,90,11,2,0,1,81,72,40.5,72,72,no
47,47,11,1,0,1,47,47,47,47,47,no
47,0,11,0,0,0,0,0,0,0,0,no
183,0,11,0,0,0,0,0,0,0,0,no
49,0,11,0,0,0,0,0,0,0,0,no
50,0,11,0,0,0,0,0,0,0,0,no
98,0,11,0,0,0,0,0,0,0,0,no
143,0,11,0,0,0,0,0,0,0,0,no
43,0,11,0,0,0,0,0,0,0,0,no
42,0,11,0,0,0,0,0,0,0,0,no
56,0,11,0,0,0,0,0,0,0,0,no
44,44,11,1,0,1,44,44,44,44,44,no
26,26,11,1,0,1,26,26,26,26,26,no
254,118,11,6,1,2,105,42,17.5,92,42,no
16883,14906,11,14,3,2,12633,4082,902.357143,10362,2691,no
74,74,11,1,0,1,74,74,74,74,74,no
153,0,11,0,0,0,0,0,0,0,0,no
68,27,11,3,0,2,26,1,8.666667,25,18,no
100,59,11,1,0,1,59,59,59,59,59,no
549,515,11,6,2,2,332,223,55.333333,185,117,yes
437,12,11,1,1,1,12,12,12,12,12,no
1033,306,11,7,3,2,149,5,21.285714,98,45,yes
101,13,11,1,0,1,11,11,11,9,9,yes
331,70,11,2,1,1,23,5,11.5,24,24,yes
123,123,11,1,0,1,123,123,123,123,123,no
106,7,11,1,1,1,4,4,4,1,1,no
106,3,11,1,1,1,2,2,2,1,1,no
93,3,11,1,1,1,2,2,2,1,1,yes
101,0,11,0,0,0,0,0,0,0,0,yes
38,11,11,1,1,1,2,2,2,7,7,no
584,347,11,12,4,3,316,48,26.333333,285,121,yes
32,0,11,0,0,0,0,0,0,0,0,no
111,0,11,0,0,0,0,0,0,0,0,no
35,0,11,0,0,0,0,0,0,0,0,no
90,5,11,1,1,1,5,5,5,5,5,no
27,0,11,0,0,0,0,0,0,0,0,no
28,0,11,0,0,0,0,0,0,0,0,no
92,72,11,5,1,1,64,2,12.8,56,27,no
885,641,11,14,6,3,476,4,34,351,118,yes
67,0,11,0,0,0,0,0,0,0,0,no
29,0,11,0,0,0,0,0,0,0,0,no
105,105,11,1,0,1,105,105,105,105,105,no
72,0,11,0,0,0,0,0,0,0,0,no
37,0,11,0,0,0,0,0,0,0,0,no
47,14,11,1,0,1,5,5,5,4,4,no
31,0,11,0,0,0,0,0,0,0,0,no
90,23,11,2,1,1,18,3,9,13,12,no
223,325,11,8,2,2,190,4,23.75,173,59,no
214,252,11,3,0,2,233,153,77.666667,214,153,no
107,40,11,2,1,2,33,4,16.5,26,24,no
37,0,11,0,0,0,0,0,0,0,0,no
27,0,11,0,0,0,0,0,0,0,0,no
48,0,11,0,0,0,0,0,0,0,0,no
166,166,11,2,1,1,166,149,83,166,149,yes
213,269,11,4,1,1,241,163,60.25,213,163,no
866,866,11,1,0,1,866,866,866,866,866,yes
159,221,11,3,0,1,190,118,63.333333,159,118,no
100,108,11,2,1,1,104,100,52,100,100,no
96,104,11,2,1,1,100,96,50,96,96,no
841,945,11,7,2,1,893,559,127.571429,841,559,yes
525,165,11,9,2,3,127,27,14.111111,89,28,no
83,8,11,1,1,1,7,7,7,6,6,no
63,0,11,0,0,0,0,0,0,0,0,no
76,0,11,0,0,0,0,0,0,0,0,no
202,11,11,1,1,1,11,11,11,11,11,no
155,25,11,2,0,2,10,3,5,7,6,yes
1262,1034,11,11,6,3,695,7,63.181818,454,199,yes
74,0,11,0,0,0,0,0,0,0,0,no
101,31,11,2,0,2,19,1,9.5,11,9,no
27,27,11,1,0,1,27,27,27,27,27,no
22,0,11,0,0,0,0,0,0,0,0,no
489,14,11,3,0,2,11,5,3.666667,8,5,yes
62,0,11,0,0,0,0,0,0,0,0,no
59,7,11,1,0,1,4,4,4,1,1,no
99,5,11,1,0,1,5,5,5,5,5,no
27,0,11,0,0,0,0,0,0,0,0,no
77,0,11,0,0,0,0,0,0,0,0,no
846,494,11,7,4,2,298,3,42.571429,124,73,no
64,4,11,2,2,1,2,1,1,0,0,no
45,0,11,0,0,0,0,0,0,0,0,no
63,0,11,0,0,0,0,0,0,0,0,no
54,17,11,1,0,1,17,17,17,17,17,no
64,0,11,0,0,0,0,0,0,0,0,no
132,10,11,1,0,1,9,9,9,8,8,no
177,9,11,2,0,1,7,5,3.5,5,4,no
70,70,11,1,0,1,70,70,70,70,70,no
36,0,11,0,0,0,0,0,0,0,0,no
58,0,11,0,0,0,0,0,0,0,0,no
62,0,11,0,0,0,0,0,0,0,0,no
132,0,11,0,0,0,0,0,0,0,0,no
74,0,11,0,0,0,0,0,0,0,0,no
83,0,11,0,0,0,0,0,0,0,0,yes
74,0,11,0,0,0,0,0,0,0,0,no
48,0,11,0,0,0,0,0,0,0,0,no
74,26,11,1,0,1,20,20,20,14,14,no
86,0,11,0,0,0,0,0,0,0,0,no
355,44,11,2,0,1,22,2,11,0,0,no
53,0,11,0,0,0,0,0,0,0,0,no
798,440,11,10,2,2,313,94,31.3,226,74,yes
75,52,11,2,0,1,44,38,22,36,35,no
125,81,11,5,1,2,64,16,12.8,47,16,no
200,143,11,6,2,2,129,81,21.5,115,77,no
134,188,11,4,0,1,161,82,40.25,134,82,no
57,0,11,0,0,0,0,0,0,0,0,no
123,21,11,2,0,1,18,3,9,15,15,no
204,5,11,1,0,1,4,4,4,3,3,no
162,162,11,1,0,1,162,162,162,162,162,no
130,132,11,2,0,1,131,130,65.5,130,130,no
108,108,11,1,0,1,108,108,108,108,108,no
353,355,11,2,1,1,354,353,177,353,353,no
80,0,11,0,0,0,0,0,0,0,0,no
28,0,11,0,0,0,0,0,0,0,0,no
57,0,11,0,0,0,0,0,0,0,0,no
306,318,11,2,0,2,312,310,156,314,310,yes
340,260,11,1,0,1,77,77,77,106,106,yes
103,0,11,0,0,0,0,0,0,0,0,no
35,0,11,0,0,0,0,0,0,0,0,no
98,0,11,0,0,0,0,0,0,0,0,no
117,38,11,1,0,1,38,38,38,38,38,yes
84,84,11,1,0,1,84,84,84,84,84,no
132,0,11,0,0,0,0,0,0,0,0,no
98,100,11,2,1,1,99,94,49.5,98,94,no
100,102,11,2,1,1,101,96,50.5,100,96,no
81,81,11,1,0,1,81,81,81,81,81,no
98,98,11,1,0,1,98,98,98,98,98,no
341,341,11,1,0,1,341,341,341,341,341,no
113,11,11,2,0,1,5,3,2.5,3,2,no
58,0,11,0,0,0,0,0,0,0,0,no
127,8,11,2,0,1,3,1,1.5,2,2,no
376,92,11,4,1,2,51,10,12.75,28,14,no
107,18,11,3,1,1,11,1,3.666667,8,6,no
70,70,11,1,0,1,70,70,70,70,70,no
31,0,11,0,0,0,0,0,0,0,0,no
32,0,11,0,0,0,0,0,0,0,0,no
227,0,11,0,0,0,0,0,0,0,0,no
215,0,11,0,0,0,0,0,0,0,0,no
273,6,11,1,1,1,4,4,4,2,2,no
460,8,11,1,1,1,5,5,5,2,2,no
138,9,11,1,1,1,5,5,5,1,1,no
358,3,11,1,1,1,2,2,2,1,1,no
1248,12,11,2,2,2,9,8,4.5,6,5,yes
51,0,11,0,0,0,0,0,0,0,0,no
157,5,11,1,1,1,4,4,4,3,3,no
31,0,11,0,0,0,0,0,0,0,0,no
981,55,11,1,0,1,54,54,54,53,53,yes
180,0,11,0,0,0,0,0,0,0,0,no
262,14,11,1,1,1,8,8,8,2,2,no
553,8,11,1,1,1,5,5,5,2,2,yes
40,0,11,0,0,0,0,0,0,0,0,no
369,10,11,2,2,2,9,3,4.5,8,6,no
390,4,11,1,1,1,3,3,3,2,2,no
51,0,11,0,0,0,0,0,0,0,0,no
577,0,11,0,0,0,0,0,0,0,0,yes
32,0,11,0,0,0,0,0,0,0,0,no
66,0,11,0,0,0,0,0,0,0,0,no
188,2,11,1,1,1,1,1,1,0,0,yes
582,0,11,0,0,0,0,0,0,0,0,yes
160,4,11,1,1,1,3,3,3,2,2,yes
50,0,11,0,0,0,0,0,0,0,0,no
27,0,11,0,0,0,0,0,0,0,0,no
923,35,11,3,2,2,15,4,5,19,9,yes
60,0,11,0,0,0,0,0,0,0,0,no
62,0,11,0,0,0,0,0,0,0,0,no
87,0,11,0,0,0,0,0,0,0,0,no
52,0,11,0,0,0,0,0,0,0,0,no
268,0,11,0,0,0,0,0,0,0,0,no
163,0,11,0,0,0,0,0,0,0,0,no
109,0,11,0,0,0,0,0,0,0,0,no
147,0,11,0,0,0,0,0,0,0,0,no
58,0,11,0,0,0,0,0,0,0,0,no
44,0,11,0,0,0,0,0,0,0,0,no
106,0,11,0,0,0,0,0,0,0,0,yes
139,0,11,0,0,0,0,0,0,0,0,no
326,0,11,0,0,0,0,0,0,0,0,no
648,0,11,0,0,0,0,0,0,0,0,no
792,20,11,2,1,1,17,5,8.5,14,12,yes
319,7,11,2,1,2,6,5,3,5,5,yes
55,0,11,0,0,0,0,0,0,0,0,no
191,0,11,0,0,0,0,0,0,0,0,no
90,0,11,0,0,0,0,0,0,0,0,no
273,0,11,0,0,0,0,0,0,0,0,yes
137,0,11,0,0,0,0,0,0,0,0,no
79,0,11,0,0,0,0,0,0,0,0,no
82,0,11,0,0,0,0,0,0,0,0,no
147,0,11,0,0,0,0,0,0,0,0,no
422,0,11,0,0,0,0,0,0,0,0,no
979,9,11,1,1,1,5,5,5,1,1,yes
495,62,11,2,2,2,45,5,22.5,28,26,yes
189,0,11,0,0,0,0,0,0,0,0,no
167,58,11,1,1,1,36,36,36,14,14,yes
86,4,11,1,1,1,3,3,3,2,2,no
182,0,11,0,0,0,0,0,0,0,0,yes
361,39,11,1,1,1,21,21,21,3,3,yes
126,0,11,0,0,0,0,0,0,0,0,no
106,0,11,0,0,0,0,0,0,0,0,no
109,0,11,0,0,0,0,0,0,0,0,no
85,0,11,0,0,0,0,0,0,0,0,no
236,0,11,0,0,0,0,0,0,0,0,no
315,7,11,2,2,2,4,3,2,1,1,no
695,21,11,4,4,3,11,1,2.75,5,2,yes
27,0,11,0,0,0,0,0,0,0,0,no
89,0,11,0,0,0,0,0,0,0,0,no
301,2,11,1,1,1,1,1,1,0,0,yes
153,0,11,0,0,0,0,0,0,0,0,yes
92,0,11,0,0,0,0,0,0,0,0,no
466,2,11,1,1,1,1,1,1,0,0,yes
93,0,11,0,0,0,0,0,0,0,0,no
244,0,11,0,0,0,0,0,0,0,0,no
192,0,11,0,0,0,0,0,0,0,0,yes
252,10,11,1,1,1,6,6,6,2,2,no
109,0,11,0,0,0,0,0,0,0,0,no
601,0,11,0,0,0,0,0,0,0,0,yes
565,2,11,1,1,1,1,1,1,0,0,yes
69,0,11,0,0,0,0,0,0,0,0,no
77,0,11,0,0,0,0,0,0,0,0,no
94,0,11,0,0,0,0,0,0,0,0,yes
337,0,11,0,0,0,0,0,0,0,0,no
214,0,11,0,0,0,0,0,0,0,0,no
79,0,11,0,0,0,0,0,0,0,0,no
25,0,11,0,0,0,0,0,0,0,0,no
84,0,11,0,0,0,0,0,0,0,0,no
34,0,11,0,0,0,0,0,0,0,0,no
33,0,11,0,0,0,0,0,0,0,0,no
104,0,11,0,0,0,0,0,0,0,0,no
172,0,11,0,0,0,0,0,0,0,0,no
70,0,11,0,0,0,0,0,0,0,0,no
140,0,11,0,0,0,0,0,0,0,0,no
156,4,11,1,1,1,3,3,3,2,2,no
248,0,11,0,0,0,0,0,0,0,0,no
277,4,11,1,1,1,3,3,3,2,2,yes
189,193,11,2,0,2,191,189,95.5,189,189,no
194,212,11,2,0,2,203,118,101.5,194,118,no
346,204,11,2,0,2,187,158,93.5,170,158,no
304,308,11,2,0,2,306,303,153,304,303,no
356,298,11,2,1,2,15,5,7.5,278,273,yes
84,11,11,2,1,2,2,2,1,7,5,no
53,5,11,1,1,1,0,0,0,5,5,no
132,0,11,0,0,0,0,0,0,0,0,no
4088,0,11,0,0,0,0,0,0,0,0,no
691,196,11,3,2,2,80,1,26.666667,36,33,yes
47,57,11,2,0,2,52,40,26,47,40,no
101,49,11,1,1,1,0,0,0,49,49,no
510,9,11,2,2,1,8,6,4,7,5,yes
328,3,11,1,1,1,3,3,3,3,3,yes
273,0,11,0,0,0,0,0,0,0,0,yes
136,0,11,0,0,0,0,0,0,0,0,no
56,0,11,0,0,0,0,0,0,0,0,no
74,0,11,0,0,0,0,0,0,0,0,no
359,2,11,1,1,1,2,2,2,2,2,yes
174,0,11,0,0,0,0,0,0,0,0,no
148,0,11,0,0,0,0,0,0,0,0,no
92,0,11,0,0,0,0,0,0,0,0,no
45,0,11,0,0,0,0,0,0,0,0,no
168,0,11,0,0,0,0,0,0,0,0,no
77,0,11,0,0,0,0,0,0,0,0,no
666,16,11,1,1,1,9,9,9,2,2,no
88,0,11,0,0,0,0,0,0,0,0,no
262,6,11,1,1,1,4,4,4,2,2,no
54,0,11,0,0,0,0,0,0,0,0,no
48,0,11,0,0,0,0,0,0,0,0,yes
140,0,11,0,0,0,0,0,0,0,0,no
152,0,11,0,0,0,0,0,0,0,0,no
39,0,11,0,0,0,0,0,0,0,0,no
131,0,11,0,0,0,0,0,0,0,0,no
47,0,11,0,0,0,0,0,0,0,0,no
129,0,11,0,0,0,0,0,0,0,0,no
43,0,11,0,0,0,0,0,0,0,0,no
243,0,11,0,0,0,0,0,0,0,0,yes
62,0,11,0,0,0,0,0,0,0,0,no
45,0,11,0,0,0,0,0,0,0,0,no
97,3,11,1,1,1,3,3,3,3,3,no
476,476,11,1,0,1,476,476,476,476,476,no
77,77,11,1,0,1,77,77,77,77,77,no
69,69,11,1,0,1,69,69,69,69,69,no
104,104,11,1,0,1,104,104,104,104,104,no
115,115,11,1,0,1,115,115,115,115,115,no
421,421,11,1,0,1,421,421,421,421,421,no
61,61,11,1,0,1,61,61,61,61,61,no
2009,2033,11,2,1,2,2021,2009,1010.5,2009,2009,no
179,179,11,1,0,1,179,179,179,179,179,no
106,106,11,1,0,1,106,106,106,106,106,no
33,33,11,1,0,1,33,33,33,33,33,no
657,657,11,1,0,1,657,657,657,657,657,no
295,295,11,1,0,1,295,295,295,295,295,no
872,872,11,1,0,1,872,872,872,872,872,no
444,444,11,1,0,1,444,444,444,444,444,no
168,168,11,1,0,1,168,168,168,168,168,no
752,752,11,1,0,1,752,752,752,752,752,no
135,135,11,1,0,1,135,135,135,135,135,no
1126,1126,11,1,0,1,1126,1126,1126,1126,1126,no
163,163,11,1,0,1,163,163,163,163,163,no
184,184,11,1,0,1,184,184,184,184,184,no
51,51,11,1,0,1,51,51,51,51,51,no
25,25,11,1,0,1,25,25,25,25,25,no
180,180,11,1,0,1,180,180,180,180,180,no
64,64,11,1,0,1,64,64,64,64,64,no
101,101,11,1,0,1,101,101,101,101,101,no
512,512,11,1,0,1,512,512,512,512,512,no
187,187,11,1,0,1,187,187,187,187,187,no
56,56,11,1,0,1,56,56,56,56,56,no
39,39,11,1,0,1,39,39,39,39,39,no
261,261,11,1,0,1,261,261,261,261,261,no
73,73,11,1,0,1,73,73,73,73,73,no
65,65,11,1,0,1,65,65,65,65,65,no
329,329,11,1,0,1,329,329,329,329,329,no
64,64,11,1,0,1,64,64,64,64,64,no
164,164,11,1,0,1,164,164,164,164,164,no
624,628,11,2,1,2,626,621,313,624,621,no
74,74,11,1,0,1,74,74,74,74,74,no
117,117,11,1,0,1,117,117,117,117,117,no
84,84,11,1,0,1,84,84,84,84,84,no
226,228,11,2,1,2,227,226,113.5,226,226,no
76,76,11,1,0,1,76,76,76,76,76,no
323,323,11,1,0,1,323,323,323,323,323,no
72,0,11,0,0,0,0,0,0,0,0,no
42,0,11,0,0,0,0,0,0,0,0,no
48,0,11,0,0,0,0,0,0,0,0,no
89,0,11,0,0,0,0,0,0,0,0,no
380,0,11,0,0,0,0,0,0,0,0,no
141,5,11,1,1,1,4,4,4,3,3,no
148,10,11,1,1,1,8,8,8,6,6,no
191,0,11,0,0,0,0,0,0,0,0,no
46,0,11,0,0,0,0,0,0,0,0,no
165,0,11,0,0,0,0,0,0,0,0,no
171,0,11,0,0,0,0,0,0,0,0,no
56,0,11,0,0,0,0,0,0,0,0,no
179,0,11,0,0,0,0,0,0,0,0,no
74,0,11,0,0,0,0,0,0,0,0,no
36,0,11,0,0,0,0,0,0,0,0,no
37,0,11,0,0,0,0,0,0,0,0,no
34,0,11,0,0,0,0,0,0,0,0,no
34,0,11,0,0,0,0,0,0,0,0,no
38,0,11,0,0,0,0,0,0,0,0,no
39,0,11,0,0,0,0,0,0,0,0,no
156,0,11,0,0,0,0,0,0,0,0,no
84,0,11,0,0,0,0,0,0,0,0,no
117,0,11,0,0,0,0,0,0,0,0,no
94,0,11,0,0,0,0,0,0,0,0,no
71,0,11,0,0,0,0,0,0,0,0,no
183,0,11,0,0,0,0,0,0,0,0,no
85,0,11,0,0,0,0,0,0,0,0,no
183,0,11,0,0,0,0,0,0,0,0,no
70,0,11,0,0,0,0,0,0,0,0,no
54,0,11,0,0,0,0,0,0,0,0,no
160,0,11,0,0,0,0,0,0,0,0,no
125,0,11,0,0,0,0,0,0,0,0,no
151,0,11,0,0,0,0,0,0,0,0,no
422,1,11,1,1,1,1,1,1,1,1,no
221,2,11,1,1,1,2,2,2,2,2,no
50,0,11,0,0,0,0,0,0,0,0,no
42,0,11,0,0,0,0,0,0,0,0,no
624,0,11,0,0,0,0,0,0,0,0,no
377,0,11,0,0,0,0,0,0,0,0,no
383,0,11,0,0,0,0,0,0,0,0,yes
72,0,11,0,0,0,0,0,0,0,0,no
92,0,11,0,0,0,0,0,0,0,0,no
282,4,11,1,1,1,1,1,1,2,2,no
371,0,11,0,0,0,0,0,0,0,0,no
47,0,11,0,0,0,0,0,0,0,0,no
108,0,11,0,0,0,0,0,0,0,0,no
111,0,11,0,0,0,0,0,0,0,0,no
319,0,11,0,0,0,0,0,0,0,0,no
129,0,11,0,0,0,0,0,0,0,0,no
49,0,11,0,0,0,0,0,0,0,0,no
358,0,11,0,0,0,0,0,0,0,0,no
277,0,11,0,0,0,0,0,0,0,0,no
49,0,11,0,0,0,0,0,0,0,0,no
89,0,11,0,0,0,0,0,0,0,0,no
41,0,11,0,0,0,0,0,0,0,0,no
66,0,11,0,0,0,0,0,0,0,0,no
63,0,11,0,0,0,0,0,0,0,0,no
24,0,11,0,0,0,0,0,0,0,0,no
50,0,11,0,0,0,0,0,0,0,0,no
72,0,11,0,0,0,0,0,0,0,0,no
47,0,11,0,0,0,0,0,0,0,0,no
47,0,11,0,0,0,0,0,0,0,0,no
183,0,11,0,0,0,0,0,0,0,0,no
49,0,11,0,0,0,0,0,0,0,0,no
50,0,11,0,0,0,0,0,0,0,0,no
98,0,11,0,0,0,0,0,0,0,0,no
143,0,11,0,0,0,0,0,0,0,0,no
43,0,11,0,0,0,0,0,0,0,0,no
42,0,11,0,0,0,0,0,0,0,0,no
56,0,11,0,0,0,0,0,0,0,0,no
44,0,11,0,0,0,0,0,0,0,0,no
26,0,11,0,0,0,0,0,0,0,0,no
254,0,11,0,0,0,0,0,0,0,0,no
16883,0,11,0,0,0,0,0,0,0,0,no
74,0,11,0,0,0,0,0,0,0,0,no
153,0,11,0,0,0,0,0,0,0,0,no
68,0,11,0,0,0,0,0,0,0,0,no
100,0,11,0,0,0,0,0,0,0,0,no
550,5,11,1,1,1,3,3,3,1,1,no
437,0,11,0,0,0,0,0,0,0,0,no
1038,11,11,2,2,2,8,2,4,5,4,no
104,15,11,1,1,1,9,9,9,3,3,no
332,3,11,1,1,1,2,2,2,1,1,no
123,0,11,0,0,0,0,0,0,0,0,no
106,0,11,0,0,0,0,0,0,0,0,no
106,0,11,0,0,0,0,0,0,0,0,no
94,3,11,1,1,1,2,2,2,1,1,no
101,4,11,1,1,1,2,2,2,0,0,no
38,0,11,0,0,0,0,0,0,0,0,no
628,46,11,3,1,2,45,10,15,44,33,no
32,0,11,0,0,0,0,0,0,0,0,no
111,0,11,0,0,0,0,0,0,0,0,no
35,0,11,0,0,0,0,0,0,0,0,no
90,0,11,0,0,0,0,0,0,0,0,no
27,0,11,0,0,0,0,0,0,0,0,no
28,0,11,0,0,0,0,0,0,0,0,no
92,0,11,0,0,0,0,0,0,0,0,no
956,351,11,3,1,1,211,199,70.333333,73,63,yes
67,0,11,0,0,0,0,0,0,0,0,no
29,0,11,0,0,0,0,0,0,0,0,no
105,0,11,0,0,0,0,0,0,0,0,no
72,0,11,0,0,0,0,0,0,0,0,no
37,0,11,0,0,0,0,0,0,0,0,no
47,0,11,0,0,0,0,0,0,0,0,no
31,0,11,0,0,0,0,0,0,0,0,no
90,0,11,0,0,0,0,0,0,0,0,no
223,0,11,0,0,0,0,0,0,0,0,no
