@relation BOOKKEEPER_trainingSet6-weka.filters.unsupervised.attribute.Remove-R1-2

@attribute LOC numeric
@attribute LOC_touched numeric
@attribute Age numeric
@attribute 'Revision number' numeric
@attribute 'Fix number' numeric
@attribute 'Author Number' numeric
@attribute LOC_added numeric
@attribute MAX_LOC_added numeric
@attribute AVG_LOC_added numeric
@attribute churn numeric
@attribute MAX_churn numeric
@attribute Buggyness {no,yes}

@data
214,0,11,0,0,0,0,0,0,0,0,no
107,0,11,0,0,0,0,0,0,0,0,no
37,0,11,0,0,0,0,0,0,0,0,no
27,0,11,0,0,0,0,0,0,0,0,no
48,0,11,0,0,0,0,0,0,0,0,no
167,5,11,1,1,1,3,3,3,1,1,no
213,0,11,0,0,0,0,0,0,0,0,no
867,11,11,1,1,1,6,6,6,1,1,no
159,0,11,0,0,0,0,0,0,0,0,no
100,0,11,0,0,0,0,0,0,0,0,no
96,0,11,0,0,0,0,0,0,0,0,no
842,19,11,2,2,2,10,4,5,1,1,no
525,2,11,1,0,1,1,1,1,0,0,no
83,0,11,0,0,0,0,0,0,0,0,no
63,0,11,0,0,0,0,0,0,0,0,no
76,0,11,0,0,0,0,0,0,0,0,no
202,0,11,0,0,0,0,0,0,0,0,no
155,6,11,1,1,1,3,3,3,0,0,no
1263,3,11,1,1,1,2,2,2,1,1,no
74,0,11,0,0,0,0,0,0,0,0,no
101,0,11,0,0,0,0,0,0,0,0,no
27,0,11,0,0,0,0,0,0,0,0,no
22,0,11,0,0,0,0,0,0,0,0,no
491,4,11,1,1,1,3,3,3,2,2,no
62,0,11,0,0,0,0,0,0,0,0,no
59,0,11,0,0,0,0,0,0,0,0,no
99,0,11,0,0,0,0,0,0,0,0,no
27,0,11,0,0,0,0,0,0,0,0,no
77,0,11,0,0,0,0,0,0,0,0,no
846,0,11,0,0,0,0,0,0,0,0,yes
64,0,11,0,0,0,0,0,0,0,0,no
45,0,11,0,0,0,0,0,0,0,0,no
63,0,11,0,0,0,0,0,0,0,0,no
54,0,11,0,0,0,0,0,0,0,0,no
64,0,11,0,0,0,0,0,0,0,0,no
132,0,11,0,0,0,0,0,0,0,0,no
177,0,11,0,0,0,0,0,0,0,0,no
70,0,11,0,0,0,0,0,0,0,0,no
36,0,11,0,0,0,0,0,0,0,0,no
58,0,11,0,0,0,0,0,0,0,0,no
62,0,11,0,0,0,0,0,0,0,0,no
132,0,11,0,0,0,0,0,0,0,0,no
74,0,11,0,0,0,0,0,0,0,0,no
86,7,11,1,1,1,5,5,5,3,3,no
74,0,11,0,0,0,0,0,0,0,0,no
48,0,11,0,0,0,0,0,0,0,0,no
74,0,11,0,0,0,0,0,0,0,0,no
86,0,11,0,0,0,0,0,0,0,0,no
355,0,11,0,0,0,0,0,0,0,0,no
53,0,11,0,0,0,0,0,0,0,0,no
804,10,11,1,1,1,8,8,8,6,6,no
75,0,11,0,0,0,0,0,0,0,0,no
125,0,11,0,0,0,0,0,0,0,0,no
200,0,11,0,0,0,0,0,0,0,0,no
134,0,11,0,0,0,0,0,0,0,0,no
57,0,11,0,0,0,0,0,0,0,0,no
123,0,11,0,0,0,0,0,0,0,0,no
266,112,11,1,0,1,87,87,87,62,62,no
162,0,11,0,0,0,0,0,0,0,0,no
130,0,11,0,0,0,0,0,0,0,0,no
108,0,11,0,0,0,0,0,0,0,0,no
354,3,11,1,0,1,2,2,2,1,1,no
88,8,11,1,0,1,8,8,8,8,8,no
28,0,11,0,0,0,0,0,0,0,0,no
58,3,11,1,0,1,2,2,2,1,1,no
308,8,11,1,1,1,5,5,5,2,2,no
343,13,11,2,1,2,8,6,4,3,2,no
103,0,11,0,0,0,0,0,0,0,0,no
35,0,11,0,0,0,0,0,0,0,0,no
98,0,11,0,0,0,0,0,0,0,0,no
117,2,11,1,1,1,1,1,1,0,0,no
558,0,11,0,0,0,0,0,0,0,0,no
215,2,10,1,0,1,1,1,1,0,0,no
273,0,10,0,0,0,0,0,0,0,0,no
460,0,10,0,0,0,0,0,0,0,0,no
138,0,10,0,0,0,0,0,0,0,0,no
358,0,10,0,0,0,0,0,0,0,0,no
1154,362,10,8,3,3,134,66,16.75,188,141,no
51,0,10,0,0,0,0,0,0,0,0,no
157,0,10,0,0,0,0,0,0,0,0,no
31,0,10,0,0,0,0,0,0,0,0,no
1009,50,10,3,1,2,39,4,13,28,22,no
193,15,10,1,0,1,14,14,14,13,13,no
83,83,10,1,0,1,83,83,83,83,83,yes
262,0,10,0,0,0,0,0,0,0,0,no
638,141,10,2,0,2,113,112,56.5,95,90,no
40,0,10,0,0,0,0,0,0,0,0,no
374,73,10,1,0,1,39,39,39,5,5,no
390,0,10,0,0,0,0,0,0,0,0,no
51,0,10,0,0,0,0,0,0,0,0,no
579,10,10,3,0,2,6,1,2,2,2,yes
32,0,10,0,0,0,0,0,0,0,0,no
66,0,10,0,0,0,0,0,0,0,0,no
260,142,10,2,0,2,107,106,53.5,72,71,no
596,232,10,5,1,2,123,105,24.6,14,7,no
198,46,10,2,1,2,42,6,21,38,32,no
50,0,10,0,0,0,0,0,0,0,0,no
27,0,10,0,0,0,0,0,0,0,0,no
926,37,10,3,2,2,20,1,6.666667,3,2,no
60,0,10,0,0,0,0,0,0,0,0,no
62,0,10,0,0,0,0,0,0,0,0,no
87,0,10,0,0,0,0,0,0,0,0,no
52,0,10,0,0,0,0,0,0,0,0,no
297,31,10,3,1,2,30,3,10,29,26,no
163,0,10,0,0,0,0,0,0,0,0,no
118,19,10,1,0,1,14,14,14,9,9,no
83,83,10,1,0,1,83,83,83,83,83,no
147,0,10,0,0,0,0,0,0,0,0,no
58,0,10,0,0,0,0,0,0,0,0,no
44,0,10,0,0,0,0,0,0,0,0,no
106,28,10,1,1,1,14,14,14,0,0,no
192,356,10,3,1,2,274,192,91.333333,194,192,no
151,12,10,1,0,1,12,12,12,12,12,no
352,30,10,1,0,1,28,28,28,26,26,no
752,138,10,4,0,3,121,64,30.25,104,64,no
877,93,10,3,2,1,89,63,29.666667,85,63,no
319,126,10,2,1,1,63,28,31.5,62,31,no
27,27,10,1,1,1,27,27,27,27,27,no
55,0,10,0,0,0,0,0,0,0,0,no
94,94,10,1,0,1,94,94,94,94,94,no
191,0,10,0,0,0,0,0,0,0,0,no
90,0,10,0,0,0,0,0,0,0,0,no
90,90,10,1,0,1,90,90,90,90,90,no
271,4,10,1,1,1,1,1,1,2,2,no
138,3,10,1,0,1,2,2,2,1,1,no
79,0,10,0,0,0,0,0,0,0,0,no
82,0,10,0,0,0,0,0,0,0,0,no
147,0,10,0,0,0,0,0,0,0,0,no
422,0,10,0,0,0,0,0,0,0,0,no
1026,145,10,5,3,1,96,46,19.2,47,22,yes
530,85,10,3,2,2,60,25,20,35,29,no
189,0,10,0,0,0,0,0,0,0,0,no
167,4,10,1,0,1,2,2,2,0,0,yes
86,0,10,0,0,0,0,0,0,0,0,no
195,23,10,2,1,1,18,7,9,13,8,yes
374,31,10,2,0,1,22,5,11,13,11,no
573,581,10,2,0,2,577,572,288.5,573,572,no
126,0,10,0,0,0,0,0,0,0,0,no
106,4,10,1,0,1,2,2,2,0,0,no
109,0,10,0,0,0,0,0,0,0,0,no
85,0,10,0,0,0,0,0,0,0,0,no
237,9,10,1,0,1,5,5,5,1,1,no
345,32,10,1,0,1,31,31,31,30,30,no
47,47,10,1,0,1,47,47,47,47,47,no
781,86,10,2,0,2,86,61,43,86,61,no
27,0,10,0,0,0,0,0,0,0,0,no
89,0,10,0,0,0,0,0,0,0,0,no
300,29,10,2,2,1,14,4,7,3,2,no
166,47,10,3,2,1,30,27,10,13,13,no
92,0,10,0,0,0,0,0,0,0,0,no
497,99,10,5,3,2,65,40,13,31,21,no
93,0,10,0,0,0,0,0,0,0,0,no
244,0,10,0,0,0,0,0,0,0,0,no
183,25,10,1,1,1,8,8,8,9,9,no
252,0,10,0,0,0,0,0,0,0,0,no
109,0,10,0,0,0,0,0,0,0,0,no
607,18,10,3,2,2,12,5,4,6,5,no
565,14,10,2,1,2,7,3,3.5,4,2,no
69,0,10,0,0,0,0,0,0,0,0,no
77,0,10,0,0,0,0,0,0,0,0,no
97,9,10,1,1,1,6,6,6,3,3,no
343,8,10,1,0,1,7,7,7,6,6,no
214,0,10,0,0,0,0,0,0,0,0,no
79,0,10,0,0,0,0,0,0,0,0,no
25,0,10,0,0,0,0,0,0,0,0,no
84,0,10,0,0,0,0,0,0,0,0,no
34,0,10,0,0,0,0,0,0,0,0,no
33,0,10,0,0,0,0,0,0,0,0,no
104,0,10,0,0,0,0,0,0,0,0,no
172,0,10,0,0,0,0,0,0,0,0,no
70,0,10,0,0,0,0,0,0,0,0,no
140,0,10,0,0,0,0,0,0,0,0,no
156,0,10,0,0,0,0,0,0,0,0,no
142,142,10,1,0,1,142,142,142,142,142,no
152,152,10,1,0,1,152,152,152,152,152,no
31,31,10,1,0,1,31,31,31,31,31,no
60,60,10,1,0,1,60,60,60,60,60,no
60,60,10,1,0,1,60,60,60,60,60,no
876,876,10,1,0,1,876,876,876,876,876,no
61,61,10,1,0,1,61,61,61,61,61,no
185,185,10,1,0,1,185,185,185,185,185,no
264,264,10,1,0,1,264,264,264,264,264,no
248,0,10,0,0,0,0,0,0,0,0,no
286,15,10,2,0,2,12,1,6,9,8,yes
185,22,10,2,0,2,9,8,4.5,6,5,no
194,0,10,0,0,0,0,0,0,0,0,no
346,0,10,0,0,0,0,0,0,0,0,no
309,5,10,1,0,1,5,5,5,5,5,no
363,31,10,5,2,3,19,6,3.8,13,5,yes
84,0,10,0,0,0,0,0,0,0,0,no
53,0,10,0,0,0,0,0,0,0,0,no
132,0,10,0,0,0,0,0,0,0,0,no
4088,0,10,0,0,0,0,0,0,0,0,no
721,122,10,4,3,2,76,2,19,30,16,no
47,0,10,0,0,0,0,0,0,0,0,no
101,0,10,0,0,0,0,0,0,0,0,no
517,67,10,2,1,1,37,33,18.5,27,17,no
327,3,10,1,1,1,1,1,1,1,1,no
274,3,10,2,1,2,2,1,1,1,1,no
136,0,10,0,0,0,0,0,0,0,0,no
56,0,10,0,0,0,0,0,0,0,0,no
74,0,10,0,0,0,0,0,0,0,0,no
361,16,10,3,2,2,9,4,3,8,3,no
174,0,10,0,0,0,0,0,0,0,0,no
148,0,10,0,0,0,0,0,0,0,0,no
92,0,10,0,0,0,0,0,0,0,0,no
45,0,10,0,0,0,0,0,0,0,0,no
168,0,10,0,0,0,0,0,0,0,0,no
77,0,10,0,0,0,0,0,0,0,0,no
666,0,10,0,0,0,0,0,0,0,0,no
88,0,10,0,0,0,0,0,0,0,0,no
263,1,10,1,0,1,1,1,1,1,1,no
54,0,10,0,0,0,0,0,0,0,0,no
51,7,10,1,1,1,5,5,5,3,3,no
132,132,10,1,0,1,132,132,132,132,132,no
160,26,10,1,0,1,23,23,23,20,20,no
152,0,10,0,0,0,0,0,0,0,0,no
39,0,10,0,0,0,0,0,0,0,0,no
677,677,10,1,0,1,677,677,677,677,677,no
131,0,10,0,0,0,0,0,0,0,0,no
47,0,10,0,0,0,0,0,0,0,0,no
129,0,10,0,0,0,0,0,0,0,0,no
43,0,10,0,0,0,0,0,0,0,0,no
257,92,10,1,1,1,53,53,53,14,14,no
356,356,10,1,0,1,356,356,356,356,356,no
62,0,10,0,0,0,0,0,0,0,0,no
45,0,10,0,0,0,0,0,0,0,0,no
97,0,10,0,0,0,0,0,0,0,0,no
476,0,10,0,0,0,0,0,0,0,0,no
77,0,10,0,0,0,0,0,0,0,0,no
69,0,10,0,0,0,0,0,0,0,0,no
104,0,10,0,0,0,0,0,0,0,0,no
115,0,10,0,0,0,0,0,0,0,0,no
421,0,10,0,0,0,0,0,0,0,0,no
61,0,10,0,0,0,0,0,0,0,0,no
2009,0,10,0,0,0,0,0,0,0,0,no
179,0,10,0,0,0,0,0,0,0,0,no
106,0,10,0,0,0,0,0,0,0,0,no
33,0,10,0,0,0,0,0,0,0,0,no
657,0,10,0,0,0,0,0,0,0,0,no
295,0,10,0,0,0,0,0,0,0,0,no
872,0,10,0,0,0,0,0,0,0,0,no
444,0,10,0,0,0,0,0,0,0,0,no
168,0,10,0,0,0,0,0,0,0,0,no
752,0,10,0,0,0,0,0,0,0,0,no
135,0,10,0,0,0,0,0,0,0,0,no
1126,0,10,0,0,0,0,0,0,0,0,no
163,0,10,0,0,0,0,0,0,0,0,no
184,0,10,0,0,0,0,0,0,0,0,no
51,0,10,0,0,0,0,0,0,0,0,no
25,0,10,0,0,0,0,0,0,0,0,no
180,0,10,0,0,0,0,0,0,0,0,no
64,0,10,0,0,0,0,0,0,0,0,no
101,0,10,0,0,0,0,0,0,0,0,no
512,0,10,0,0,0,0,0,0,0,0,no
187,0,10,0,0,0,0,0,0,0,0,no
56,0,10,0,0,0,0,0,0,0,0,no
39,0,10,0,0,0,0,0,0,0,0,no
261,0,10,0,0,0,0,0,0,0,0,no
73,0,10,0,0,0,0,0,0,0,0,no
65,0,10,0,0,0,0,0,0,0,0,no
329,0,10,0,0,0,0,0,0,0,0,no
64,0,10,0,0,0,0,0,0,0,0,no
164,0,10,0,0,0,0,0,0,0,0,no
624,0,10,0,0,0,0,0,0,0,0,no
74,0,10,0,0,0,0,0,0,0,0,no
117,0,10,0,0,0,0,0,0,0,0,no
84,0,10,0,0,0,0,0,0,0,0,no
226,0,10,0,0,0,0,0,0,0,0,no
76,0,10,0,0,0,0,0,0,0,0,no
323,0,10,0,0,0,0,0,0,0,0,no
72,0,10,0,0,0,0,0,0,0,0,no
42,0,10,0,0,0,0,0,0,0,0,no
48,0,10,0,0,0,0,0,0,0,0,no
89,0,10,0,0,0,0,0,0,0,0,no
380,0,10,0,0,0,0,0,0,0,0,no
141,0,10,0,0,0,0,0,0,0,0,no
148,0,10,0,0,0,0,0,0,0,0,no
191,0,10,0,0,0,0,0,0,0,0,no
46,0,10,0,0,0,0,0,0,0,0,no
165,0,10,0,0,0,0,0,0,0,0,no
171,0,10,0,0,0,0,0,0,0,0,no
56,0,10,0,0,0,0,0,0,0,0,no
179,0,10,0,0,0,0,0,0,0,0,no
74,0,10,0,0,0,0,0,0,0,0,no
36,0,10,0,0,0,0,0,0,0,0,no
37,0,10,0,0,0,0,0,0,0,0,no
34,0,10,0,0,0,0,0,0,0,0,no
34,0,10,0,0,0,0,0,0,0,0,no
38,0,10,0,0,0,0,0,0,0,0,no
39,0,10,0,0,0,0,0,0,0,0,no
156,0,10,0,0,0,0,0,0,0,0,no
84,0,10,0,0,0,0,0,0,0,0,no
117,0,10,0,0,0,0,0,0,0,0,no
94,0,10,0,0,0,0,0,0,0,0,no
71,0,10,0,0,0,0,0,0,0,0,no
183,0,10,0,0,0,0,0,0,0,0,no
85,0,10,0,0,0,0,0,0,0,0,no
183,0,10,0,0,0,0,0,0,0,0,no
70,0,10,0,0,0,0,0,0,0,0,no
54,0,10,0,0,0,0,0,0,0,0,no
160,0,10,0,0,0,0,0,0,0,0,no
128,7,10,1,0,1,5,5,5,3,3,no
151,0,10,0,0,0,0,0,0,0,0,no
422,0,10,0,0,0,0,0,0,0,0,no
221,0,10,0,0,0,0,0,0,0,0,no
50,0,10,0,0,0,0,0,0,0,0,no
42,0,10,0,0,0,0,0,0,0,0,no
624,0,10,0,0,0,0,0,0,0,0,no
377,0,10,0,0,0,0,0,0,0,0,no
382,19,10,1,1,1,9,9,9,1,1,no
72,0,10,0,0,0,0,0,0,0,0,no
92,0,10,0,0,0,0,0,0,0,0,no
282,0,10,0,0,0,0,0,0,0,0,no
371,0,10,0,0,0,0,0,0,0,0,no
47,0,10,0,0,0,0,0,0,0,0,no
108,0,10,0,0,0,0,0,0,0,0,no
111,0,10,0,0,0,0,0,0,0,0,no
319,0,10,0,0,0,0,0,0,0,0,no
129,0,10,0,0,0,0,0,0,0,0,no
49,0,10,0,0,0,0,0,0,0,0,no
358,0,10,0,0,0,0,0,0,0,0,no
277,0,10,0,0,0,0,0,0,0,0,no
49,0,10,0,0,0,0,0,0,0,0,no
89,0,10,0,0,0,0,0,0,0,0,no
41,0,10,0,0,0,0,0,0,0,0,no
66,0,10,0,0,0,0,0,0,0,0,no
63,0,10,0,0,0,0,0,0,0,0,no
24,0,10,0,0,0,0,0,0,0,0,no
50,0,10,0,0,0,0,0,0,0,0,no
72,0,10,0,0,0,0,0,0,0,0,no
47,0,10,0,0,0,0,0,0,0,0,no
47,0,10,0,0,0,0,0,0,0,0,no
183,0,10,0,0,0,0,0,0,0,0,no
49,0,10,0,0,0,0,0,0,0,0,no
50,0,10,0,0,0,0,0,0,0,0,no
98,0,10,0,0,0,0,0,0,0,0,no
143,0,10,0,0,0,0,0,0,0,0,no
43,0,10,0,0,0,0,0,0,0,0,no
42,0,10,0,0,0,0,0,0,0,0,no
56,0,10,0,0,0,0,0,0,0,0,no
44,0,10,0,0,0,0,0,0,0,0,no
26,0,10,0,0,0,0,0,0,0,0,no
254,0,10,0,0,0,0,0,0,0,0,no
16883,0,10,0,0,0,0,0,0,0,0,no
74,0,10,0,0,0,0,0,0,0,0,no
153,0,10,0,0,0,0,0,0,0,0,no
68,0,10,0,0,0,0,0,0,0,0,no
100,0,10,0,0,0,0,0,0,0,0,no
550,0,10,0,0,0,0,0,0,0,0,no
437,0,10,0,0,0,0,0,0,0,0,no
1038,0,10,0,0,0,0,0,0,0,0,no
104,0,10,0,0,0,0,0,0,0,0,no
332,0,10,0,0,0,0,0,0,0,0,no
123,0,10,0,0,0,0,0,0,0,0,no
106,0,10,0,0,0,0,0,0,0,0,no
106,2,10,1,0,1,1,1,1,0,0,no
94,0,10,0,0,0,0,0,0,0,0,no
101,0,10,0,0,0,0,0,0,0,0,no
38,0,10,0,0,0,0,0,0,0,0,no
628,0,10,0,0,0,0,0,0,0,0,no
32,0,10,0,0,0,0,0,0,0,0,no
111,0,10,0,0,0,0,0,0,0,0,no
35,0,10,0,0,0,0,0,0,0,0,no
90,0,10,0,0,0,0,0,0,0,0,no
27,0,10,0,0,0,0,0,0,0,0,no
28,0,10,0,0,0,0,0,0,0,0,no
92,0,10,0,0,0,0,0,0,0,0,no
979,33,10,1,1,1,28,28,28,23,23,no
67,0,10,0,0,0,0,0,0,0,0,no
29,0,10,0,0,0,0,0,0,0,0,no
105,0,10,0,0,0,0,0,0,0,0,no
72,0,10,0,0,0,0,0,0,0,0,no
37,0,10,0,0,0,0,0,0,0,0,no
47,0,10,0,0,0,0,0,0,0,0,no
31,0,10,0,0,0,0,0,0,0,0,no
90,0,10,0,0,0,0,0,0,0,0,no
223,0,10,0,0,0,0,0,0,0,0,no
214,0,10,0,0,0,0,0,0,0,0,no
107,0,10,0,0,0,0,0,0,0,0,no
37,0,10,0,0,0,0,0,0,0,0,no
27,0,10,0,0,0,0,0,0,0,0,no
48,0,10,0,0,0,0,0,0,0,0,no
167,0,10,0,0,0,0,0,0,0,0,no
213,0,10,0,0,0,0,0,0,0,0,no
867,0,10,0,0,0,0,0,0,0,0,no
159,0,10,0,0,0,0,0,0,0,0,no
100,0,10,0,0,0,0,0,0,0,0,no
96,0,10,0,0,0,0,0,0,0,0,no
842,0,10,0,0,0,0,0,0,0,0,no
535,20,10,1,0,1,15,15,15,10,10,no
83,0,10,0,0,0,0,0,0,0,0,no
63,0,10,0,0,0,0,0,0,0,0,no
76,0,10,0,0,0,0,0,0,0,0,no
202,0,10,0,0,0,0,0,0,0,0,no
155,0,10,0,0,0,0,0,0,0,0,no
1263,0,10,0,0,0,0,0,0,0,0,no
74,0,10,0,0,0,0,0,0,0,0,no
101,0,10,0,0,0,0,0,0,0,0,no
27,0,10,0,0,0,0,0,0,0,0,no
22,0,10,0,0,0,0,0,0,0,0,no
491,0,10,0,0,0,0,0,0,0,0,no
62,0,10,0,0,0,0,0,0,0,0,no
59,0,10,0,0,0,0,0,0,0,0,no
99,0,10,0,0,0,0,0,0,0,0,no
27,0,10,0,0,0,0,0,0,0,0,no
77,0,10,0,0,0,0,0,0,0,0,no
863,57,10,2,1,2,37,35,18.5,17,16,no
64,0,10,0,0,0,0,0,0,0,0,no
45,0,10,0,0,0,0,0,0,0,0,no
63,0,10,0,0,0,0,0,0,0,0,no
54,0,10,0,0,0,0,0,0,0,0,no
64,0,10,0,0,0,0,0,0,0,0,no
132,0,10,0,0,0,0,0,0,0,0,no
182,11,10,1,0,1,8,8,8,5,5,no
70,0,10,0,0,0,0,0,0,0,0,no
36,0,10,0,0,0,0,0,0,0,0,no
58,0,10,0,0,0,0,0,0,0,0,no
62,0,10,0,0,0,0,0,0,0,0,no
132,0,10,0,0,0,0,0,0,0,0,no
74,0,10,0,0,0,0,0,0,0,0,no
86,0,10,0,0,0,0,0,0,0,0,no
74,0,10,0,0,0,0,0,0,0,0,no
48,0,10,0,0,0,0,0,0,0,0,no
74,0,10,0,0,0,0,0,0,0,0,no
86,0,10,0,0,0,0,0,0,0,0,no
355,0,10,0,0,0,0,0,0,0,0,no
53,0,10,0,0,0,0,0,0,0,0,no
804,0,10,0,0,0,0,0,0,0,0,no
75,0,10,0,0,0,0,0,0,0,0,no
125,0,10,0,0,0,0,0,0,0,0,no
200,0,10,0,0,0,0,0,0,0,0,no
134,0,10,0,0,0,0,0,0,0,0,no
57,0,10,0,0,0,0,0,0,0,0,no
123,0,10,0,0,0,0,0,0,0,0,no
266,0,10,0,0,0,0,0,0,0,0,no
162,0,10,0,0,0,0,0,0,0,0,no
130,0,10,0,0,0,0,0,0,0,0,no
108,0,10,0,0,0,0,0,0,0,0,no
354,0,10,0,0,0,0,0,0,0,0,no
88,0,10,0,0,0,0,0,0,0,0,no
28,0,10,0,0,0,0,0,0,0,0,no
58,0,10,0,0,0,0,0,0,0,0,no
308,0,10,0,0,0,0,0,0,0,0,no
343,0,10,0,0,0,0,0,0,0,0,no
103,0,10,0,0,0,0,0,0,0,0,no
35,0,10,0,0,0,0,0,0,0,0,no
98,0,10,0,0,0,0,0,0,0,0,no
117,0,10,0,0,0,0,0,0,0,0,no
215,2,10,1,0,1,1,1,1,0,0,no
274,3,10,2,1,2,2,1,1,1,1,no
461,3,10,2,1,2,2,1,1,1,1,no
138,2,10,1,0,1,1,1,1,0,0,no
358,0,10,0,0,0,0,0,0,0,0,no
1248,328,10,8,1,2,211,14,26.375,166,82,no
51,0,10,0,0,0,0,0,0,0,0,no
45,45,10,1,0,1,45,45,45,45,45,no
157,0,10,0,0,0,0,0,0,0,0,no
31,0,10,0,0,0,0,0,0,0,0,no
1008,7,10,3,0,2,3,1,1,1,1,no
55,77,10,2,0,1,66,45,33,55,45,no
204,191,10,3,0,2,101,26,33.666667,27,17,no
55,55,10,1,0,1,55,55,55,55,55,no
103,103,10,1,0,1,103,103,103,103,103,no
83,2,10,1,1,1,1,1,1,0,0,no
262,2,10,1,0,1,1,1,1,0,0,no
83,83,10,1,0,1,83,83,83,83,83,no
867,397,10,4,1,2,313,18,78.25,229,196,no
40,0,10,0,0,0,0,0,0,0,0,no
387,125,10,3,0,2,69,6,23,13,12,no
390,2,10,1,0,1,1,1,1,0,0,no
51,0,10,0,0,0,0,0,0,0,0,no
637,236,10,5,2,2,147,112,29.4,58,30,no
32,0,10,0,0,0,0,0,0,0,0,no
68,34,10,1,0,1,18,18,18,2,2,no
547,961,10,2,0,2,754,404,377,547,404,no
566,770,10,4,0,2,668,547,167,566,547,no
314,70,10,5,1,2,62,1,12.4,54,33,no
839,317,10,4,0,2,280,273,70,243,241,yes
211,35,10,2,0,2,24,23,12,13,13,yes
31,31,10,1,0,1,31,31,31,31,31,no
50,0,10,0,0,0,0,0,0,0,0,no
27,0,10,0,0,0,0,0,0,0,0,no
175,829,10,2,0,2,39,39,19.5,751,741,no
50,10,10,1,0,1,0,0,0,10,10,no
62,0,10,0,0,0,0,0,0,0,0,no
87,2,10,1,0,1,1,1,1,0,0,no
52,0,10,0,0,0,0,0,0,0,0,no
373,170,10,5,0,2,123,1,24.6,76,61,no
224,155,10,1,0,1,108,108,108,61,61,no
118,0,10,0,0,0,0,0,0,0,0,no
83,0,10,0,0,0,0,0,0,0,0,no
147,0,10,0,0,0,0,0,0,0,0,no
58,2,10,1,0,1,1,1,1,0,0,no
44,0,10,0,0,0,0,0,0,0,0,no
106,0,10,0,0,0,0,0,0,0,0,no
189,17,10,2,0,2,7,6,3.5,3,3,no
151,0,10,0,0,0,0,0,0,0,0,no
352,0,10,0,0,0,0,0,0,0,0,no
849,103,10,1,0,1,100,100,100,97,97,no
877,2,10,1,0,1,1,1,1,0,0,yes
41,41,10,1,0,1,41,41,41,41,41,no
319,0,10,0,0,0,0,0,0,0,0,yes
27,0,10,0,0,0,0,0,0,0,0,yes
55,0,10,0,0,0,0,0,0,0,0,no
94,0,10,0,0,0,0,0,0,0,0,no
191,0,10,0,0,0,0,0,0,0,0,no
90,0,10,0,0,0,0,0,0,0,0,no
90,0,10,0,0,0,0,0,0,0,0,no
271,2,10,1,0,1,1,1,1,0,0,yes
152,28,10,1,0,1,21,21,21,14,14,no
90,11,10,1,0,1,11,11,11,11,11,no
82,2,10,1,0,1,1,1,1,0,0,no
147,0,10,0,0,0,0,0,0,0,0,no
422,2,10,1,0,1,1,1,1,0,0,no
1059,77,10,3,2,2,55,5,18.333333,33,21,no
530,0,10,0,0,0,0,0,0,0,0,no
205,60,10,2,1,2,38,1,19,16,16,no
190,79,10,1,1,1,51,51,51,23,23,no
86,2,10,1,0,1,1,1,1,0,0,no
207,20,10,3,1,2,16,1,5.333333,12,10,no
397,41,10,2,0,2,32,1,16,23,23,no
573,0,10,0,0,0,0,0,0,0,0,no
126,0,10,0,0,0,0,0,0,0,0,no
167,83,10,1,1,1,72,72,72,61,61,no
109,0,10,0,0,0,0,0,0,0,0,no
85,0,10,0,0,0,0,0,0,0,0,no
237,0,10,0,0,0,0,0,0,0,0,no
424,81,10,1,1,1,80,80,80,79,79,no
47,0,10,0,0,0,0,0,0,0,0,no
1118,419,10,6,1,2,378,153,63,337,130,no
27,0,10,0,0,0,0,0,0,0,0,no
89,0,10,0,0,0,0,0,0,0,0,no
474,180,10,2,1,1,177,1,88.5,174,174,no
166,0,10,0,0,0,0,0,0,0,0,no
92,0,10,0,0,0,0,0,0,0,0,no
476,23,10,1,1,1,1,1,1,21,21,no
93,0,10,0,0,0,0,0,0,0,0,no
244,0,10,0,0,0,0,0,0,0,0,no
204,21,10,1,1,1,21,21,21,21,21,no
252,0,10,0,0,0,0,0,0,0,0,no
109,0,10,0,0,0,0,0,0,0,0,no
618,13,10,2,1,1,12,1,6,11,11,no
565,0,10,0,0,0,0,0,0,0,0,no
69,0,10,0,0,0,0,0,0,0,0,no
77,0,10,0,0,0,0,0,0,0,0,no
97,0,10,0,0,0,0,0,0,0,0,no
343,0,10,0,0,0,0,0,0,0,0,no
214,0,10,0,0,0,0,0,0,0,0,no
79,0,10,0,0,0,0,0,0,0,0,no
25,0,10,0,0,0,0,0,0,0,0,no
84,0,10,0,0,0,0,0,0,0,0,no
34,0,10,0,0,0,0,0,0,0,0,no
33,0,10,0,0,0,0,0,0,0,0,no
104,0,10,0,0,0,0,0,0,0,0,no
172,0,10,0,0,0,0,0,0,0,0,no
70,0,10,0,0,0,0,0,0,0,0,no
140,0,10,0,0,0,0,0,0,0,0,no
156,0,10,0,0,0,0,0,0,0,0,no
142,0,10,0,0,0,0,0,0,0,0,no
152,0,10,0,0,0,0,0,0,0,0,no
31,0,10,0,0,0,0,0,0,0,0,no
60,0,10,0,0,0,0,0,0,0,0,no
60,0,10,0,0,0,0,0,0,0,0,no
876,0,10,0,0,0,0,0,0,0,0,no
61,0,10,0,0,0,0,0,0,0,0,no
185,0,10,0,0,0,0,0,0,0,0,no
264,0,10,0,0,0,0,0,0,0,0,no
43,43,10,1,0,1,43,43,43,43,43,no
248,0,10,0,0,0,0,0,0,0,0,no
