ID,Size,Predicted,Actual
1,56,0.5855893381314353,no
2,45,0.24066546549818024,no
3,45,0.24066546549818024,no
4,97,0.0,no
5,43,0.28361178546847704,no
6,76,0.1733643988020228,no
7,76,0.1733643988020228,no
8,72,0.0,no
9,196,0.0,no
10,170,0.18887536822801407,no
11,120,0.22653111642254123,no
12,88,0.0,no
13,72,0.0,no
14,242,0.0273021978021978,no
15,312,0.5337938307822211,no
16,158,0.0,no
17,53,0.4526432744629332,no
18,626,0.0,no
19,929,0.9,no
20,87,0.11475733340943028,no
21,61,0.1779624786193942,no
22,162,0.4955559086393169,no
23,68,0.0,no
24,39,0.3741797036470844,no
25,911,0.02,no
26,56,0.5855893381314353,no
27,213,0.7317786725200968,no
28,484,1.0,no
29,86,0.0,no
30,311,0.539793830782221,no
31,359,0.05272515527950311,no
32,146,0.0,no
33,215,0.0,no
34,437,0.0,no
35,72,0.0,no
36,74,0.5099208214992793,no
37,327,0.7540075757575756,no
38,265,0.6234135480532539,no
39,35,0.49306859734188896,no
40,555,0.0,no
41,297,0.0,no
42,45,0.24066546549818024,no
43,420,0.06840007215007214,no
44,181,0.12279279848691614,no
45,128,0.3011654550126086,no
46,61,0.1779624786193942,no
47,65,0.1154007085993734,no
48,161,0.0,no
49,244,0.0,no
50,448,0.0,no
51,54,0.4470710983383384,no
52,41,0.075341516117111,no
53,107,0.0,no
54,1639,0.34,yes
55,1069,0.5364779444573019,no
56,46,0.42577407034704445,no
57,465,0.0,no
58,136,0.22239147515103957,no
59,424,0.0,no
60,221,0.0,no
61,460,0.0,no
62,209,0.2789461892087447,yes
63,57,0.3892668577577616,no
64,418,0.6619544205794206,no
65,382,0.06922222222222221,no
66,53,0.4526432744629332,no
67,163,0.0,no
68,47,0.405489695653352,no
69,307,0.8741444273390868,no
70,82,0.0,no
71,131,0.0,no
72,407,0.0,no
73,158,0.0,no
74,967,0.0,no
75,43,0.28361178546847704,no
76,206,0.0,no
77,58,0.0,no
78,121,0.5317775990252617,no
79,167,0.46530739201526206,no
80,36,0.3856271586021201,no
81,84,0.24477653950707234,no
82,36,0.3856271586021201,no
83,214,0.0,no
84,43,0.28361178546847704,no
85,49,0.0,no
86,73,0.0,no
87,75,0.3193913195523863,no
88,192,0.0,no
89,192,0.0,no
90,142,0.0,no
91,95,0.27101505817570287,no
92,160,0.0,no
93,193,0.6161127816013243,no
94,109,0.0,no
95,70,0.0,no
96,235,0.0,no
97,63,0.47532681842447333,no
98,46,0.42577407034704445,no
99,71,0.4308659613584942,no
100,85,0.0,no
101,62,0.0,no
102,44,0.0,no
103,51,0.35147361728737603,no
104,211,0.0,no
105,78,0.4028045772220176,no
106,59,0.2398730882171018,no
107,56,0.5855893381314353,no
108,44,0.0,no
109,224,0.0,no
110,125,0.7327392929962643,no
111,117,0.0,no
112,211,0.0,no
113,83,0.0,no
114,213,0.7317786725200968,no
115,175,0.0,no
116,47,0.405489695653352,no
117,230,0.0,no
118,47,0.405489695653352,no
119,93,0.3263191581907717,no
120,47,0.405489695653352,no
121,57,0.3892668577577616,no
122,155,0.6033328271454318,no
123,167,0.46530739201526206,no
124,65,0.1154007085993734,no
125,65,0.1154007085993734,no
126,45,0.24066546549818024,no
127,517,0.5,no
128,47,0.405489695653352,no
129,32,0.0,no
130,56,0.5855893381314353,no
131,61,0.1779624786193942,no
132,146,0.0,no
133,166,0.0,no
134,134,0.0,no
135,162,0.4955559086393169,no
136,161,0.0,no
137,43,0.28361178546847704,no
138,43,0.28361178546847704,no
139,99,0.5787350812410882,no
140,79,0.13270353550750272,no
141,81,0.0,no
142,51,0.35147361728737603,no
143,177,0.4033598792063593,no
144,103,0.30404218695542307,no
145,1137,0.3909372922828806,no
146,156,0.0,no
