Version ID,Class Name,Version,LOC,LOC_touched,Age,Revision number,Fix number,Author Number,LOC_added,MAX_LOC_added,AVG_LOC_added,churn,MAX_churn,Buggyness
1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/QueryResultMapping.java,0.9.0,606,610,17,3,0,1,608,608,202.66666666666666,610,608,no
1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/RefreshStrategyInstaller.java,0.9.0,135,135,17,2,0,1,135,135,67.5,135,135,no
1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/RelationId.java,0.9.0,34,35,17,2,0,1,35,35,17.5,35,35,no
1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/ReverseCustomizer.java,0.9.0,160,160,17,2,0,1,160,160,80.0,160,160,no
1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/ReverseMappingTool.java,0.9.0,2053,2059,17,3,0,2,2056,2053,685.3333333333334,2053,2053,no
1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/RuntimeStrategyInstaller.java,0.9.0,93,93,17,2,0,1,93,93,46.5,93,93,no
1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/SequenceMapping.java,0.9.0,149,149,17,2,0,1,149,149,74.5,149,149,no
1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/Strategy.java,0.9.0,131,131,17,2,0,1,131,131,65.5,131,131,no
1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/StrategyInstaller.java,0.9.0,67,67,17,2,0,1,67,67,33.5,67,67,no
1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/ValueHandler.java,0.9.0,99,103,17,3,0,2,101,99,33.666666666666664,99,99,no
1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/ValueMapping.java,0.9.0,265,273,17,3,0,2,269,265,89.66666666666667,265,265,no
1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/ValueMappingImpl.java,0.9.0,534,540,17,3,0,1,537,536,179.0,538,536,no
1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/ValueMappingInfo.java,0.9.0,318,318,17,2,0,1,318,318,159.0,318,318,no
1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/Version.java,0.9.0,365,365,17,2,0,1,365,365,182.5,365,365,no
