Filename,IFA,Precision_0.5,Recall,F1,MAP,AUC,G_Measure,MCC,PofB10,PofB15,PofB20,PofB25,PofB30,PofB35,PofB40,PofB45,PofB50,PofB55,PofB60,PofB65,PofB70,PofB75,PofB80,PofB85,PofB90,PofB95,PofB100,Average_Pofb,Npofb10,Npofb15,Npofb20,Npofb25,Npofb30,Npofb35,Npofb40,Npofb45,Npofb50,Npofb55,Npofb60,Npofb65,Npofb70,Npofb75,Npofb80,Npofb85,Npofb90,Npofb95,Npofb100,avgNPofB,Popt10,Popt15,Popt20,Popt25,Popt30,Popt35,Popt40,Popt45,Popt50,Popt55,Popt60,Popt65,Popt70,Popt75,Popt80,Popt85,Popt90,Popt95,Popt100,avgNpopt,
BOOKKEEPER_RandomForest-SMOTEBestFirst4.csv,0,0.3142857142857143,0.3793103448275862,0.34375,0.25127409686147456,0.8276852952833929,0.5390199637023593,0.2849614140875866,0.1724137931034483,0.3448275862068966,0.41379310344827586,0.5862068965517241,0.6896551724137931,0.6896551724137931,0.7241379310344828,0.7931034482758621,0.7931034482758621,0.7931034482758621,0.8275862068965517,0.8275862068965517,0.8275862068965517,0.8275862068965517,0.8620689655172413,0.9310344827586207,0.9655172413793104,0.9655172413793104,1.0,0.6976562094892406,0.1724137931034483,0.3448275862068966,0.41379310344827586,0.5862068965517241,0.6896551724137931,0.6896551724137931,0.7241379310344828,0.7931034482758621,0.7931034482758621,0.7931034482758621,0.8275862068965517,0.8275862068965517,0.8275862068965517,0.8275862068965517,0.8620689655172413,0.9310344827586207,0.9655172413793104,0.9655172413793104,1.0,0.7294529427015817,0.20000000000000007,0.3448275862068966,0.4137931034482758,0.5862068965517241,0.6896551724137931,0.6896551724137931,0.7241379310344828,0.7931034482758621,0.7931034482758621,0.7931034482758621,0.8275862068965517,0.8275862068965517,0.8275862068965517,0.8275862068965517,0.8620689655172413,0.9310344827586207,0.9285714285714286,0.8000000000000003,1,0.7386569872958257,
BOOKKEEPER_RandomForest-SMOTE4.csv,2,0.325,0.4482758620689655,0.37681159420289856,0.2329311254620852,0.8456202933016251,0.6033398395142052,0.32074075057609797,0.20689655172413793,0.3793103448275862,0.4482758620689655,0.5517241379310345,0.7241379310344828,0.7586206896551724,0.7586206896551724,0.7586206896551724,0.8275862068965517,0.8275862068965517,0.8275862068965517,0.8275862068965517,0.8275862068965517,0.8275862068965517,0.896551724137931,0.9310344827586207,0.9655172413793104,0.9655172413793104,1.0,0.7285092040445943,0.20689655172413793,0.3793103448275862,0.4482758620689655,0.5517241379310345,0.7241379310344828,0.7586206896551724,0.7586206896551724,0.7586206896551724,0.8275862068965517,0.8275862068965517,0.8275862068965517,0.8275862068965517,0.8275862068965517,0.8275862068965517,0.896551724137931,0.9310344827586207,0.9655172413793104,0.9655172413793104,1.0,0.7442623800881515,0.24,0.3793103448275862,0.4482758620689655,0.5517241379310345,0.7241379310344828,0.7586206896551724,0.7586206896551724,0.7586206896551724,0.8275862068965517,0.8275862068965517,0.8275862068965517,0.8275862068965517,0.8275862068965517,0.8275862068965517,0.896551724137931,0.9310344827586207,0.9285714285714286,0.8000000000000003,1,0.7531760435571687,
BOOKKEEPER_RandomForest5.csv,1,0,0.0,0.0,0.19524441495244413,0.9434182838438159,0.0,0,0.2978723404255319,0.5106382978723404,0.6170212765957447,0.723404255319149,0.7659574468085106,0.8297872340425532,0.851063829787234,0.851063829787234,0.8936170212765957,0.9361702127659575,0.9361702127659575,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8509716258095122,0.2978723404255319,0.5106382978723404,0.6170212765957447,0.723404255319149,0.7659574468085106,0.8297872340425532,0.851063829787234,0.851063829787234,0.8936170212765957,0.9361702127659575,0.9361702127659575,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.860040696442686,0.3783783783783784,0.5581395348837208,0.6170212765957447,0.723404255319149,0.7659574468085106,0.8297872340425532,0.851063829787234,0.851063829787234,0.8936170212765957,0.9361702127659575,0.9361702127659575,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.8533034714445689,
BOOKKEEPER_RandomForest-CostSensitiveBestFirst6.csv,1,0.4444444444444444,0.14285714285714285,0.21621621621621623,0.15794020199713155,0.8566044508255563,0.24960304858685295,0.22452090414286108,0.17857142857142858,0.32142857142857145,0.42857142857142855,0.5714285714285714,0.6071428571428571,0.6785714285714286,0.7142857142857143,0.7857142857142857,0.7857142857142857,0.8571428571428571,0.8928571428571429,0.9285714285714286,0.9642857142857143,1.0,1.0,1.0,1.0,1.0,1.0,0.7640254482359745,0.17857142857142858,0.32142857142857145,0.42857142857142855,0.5714285714285714,0.6071428571428571,0.6785714285714286,0.7142857142857143,0.7857142857142857,0.7857142857142857,0.8571428571428571,0.8928571428571429,0.9285714285714286,0.9642857142857143,1.0,1.0,1.0,1.0,1.0,1.0,0.775159051474841,0.1923076923076923,0.3214285714285714,0.4285714285714286,0.5714285714285714,0.6071428571428571,0.6785714285714286,0.7142857142857143,0.7857142857142857,0.7857142857142857,0.8571428571428571,0.8928571428571429,0.9285714285714286,0.9642857142857143,1.0,1.0,1.0,1.0,1.0,1,0.7744360902255639,
BOOKKEEPER_RandomForest4.csv,2,0.34615384615384615,0.3103448275862069,0.32727272727272727,0.24345899800445256,0.8443321442726914,0.4679915167700888,0.27498597046143514,0.1724137931034483,0.27586206896551724,0.4482758620689655,0.6206896551724138,0.6896551724137931,0.7241379310344828,0.7586206896551724,0.7586206896551724,0.8275862068965517,0.8275862068965517,0.8275862068965517,0.8275862068965517,0.8275862068965517,0.8275862068965517,0.896551724137931,0.9310344827586207,0.9655172413793104,0.9655172413793104,1.0,0.7188540316308011,0.1724137931034483,0.27586206896551724,0.4482758620689655,0.6206896551724138,0.6896551724137931,0.7241379310344828,0.7586206896551724,0.7586206896551724,0.8275862068965517,0.8275862068965517,0.8275862068965517,0.8275862068965517,0.8275862068965517,0.8275862068965517,0.896551724137931,0.9310344827586207,0.9655172413793104,0.9655172413793104,1.0,0.736712470832253,0.20000000000000007,0.27586206896551724,0.4482758620689655,0.6206896551724138,0.6896551724137931,0.7241379310344828,0.7586206896551724,0.7586206896551724,0.8275862068965517,0.8275862068965517,0.8275862068965517,0.8275862068965517,0.8275862068965517,0.8275862068965517,0.896551724137931,0.9310344827586207,0.9285714285714286,0.8000000000000003,1,0.7459165154264972,
BOOKKEEPER_RandomForest-SMOTE5.csv,0,0,0.0,0.0,0.2088086285166577,0.9411386485854567,0.0,0,0.2978723404255319,0.48936170212765956,0.5957446808510638,0.6595744680851063,0.7021276595744681,0.723404255319149,0.7872340425531915,0.7872340425531915,0.8297872340425532,0.9148936170212766,0.9148936170212766,0.9787234042553191,0.9787234042553191,1.0,1.0,1.0,1.0,1.0,1.0,0.8317425214479826,0.2978723404255319,0.48936170212765956,0.5957446808510638,0.6595744680851063,0.7021276595744681,0.723404255319149,0.7872340425531915,0.7872340425531915,0.8297872340425532,0.9148936170212766,0.9148936170212766,0.9787234042553191,0.9787234042553191,1.0,1.0,1.0,1.0,1.0,1.0,0.8308211855179225,0.3783783783783784,0.5348837209302326,0.5957446808510638,0.6595744680851063,0.7021276595744681,0.723404255319149,0.7872340425531915,0.7872340425531915,0.8297872340425532,0.9148936170212766,0.9148936170212766,0.9787234042553191,0.9787234042553191,1.0,1.0,1.0,1.0,1.0,1,0.8241881298992162,
BOOKKEEPER_RandomForest-SMOTEBestFirst5.csv,2,0,0.0,0.0,0.05585047555850475,0.9432429272854803,0.0,0,0.3617021276595745,0.48936170212765956,0.574468085106383,0.6382978723404256,0.7021276595744681,0.7021276595744681,0.7021276595744681,0.7659574468085106,0.8085106382978723,0.851063829787234,0.9148936170212766,0.9361702127659575,0.9361702127659575,1.0,1.0,1.0,1.0,1.0,1.0,0.8100591020458726,0.3617021276595745,0.48936170212765956,0.574468085106383,0.6382978723404256,0.7021276595744681,0.7021276595744681,0.7021276595744681,0.7659574468085106,0.8085106382978723,0.851063829787234,0.9148936170212766,0.9361702127659575,0.9361702127659575,1.0,1.0,1.0,1.0,1.0,1.0,0.8171714775793006,0.45945945945945943,0.5348837209302326,0.574468085106383,0.6382978723404256,0.7021276595744681,0.7021276595744681,0.7021276595744681,0.7659574468085106,0.8085106382978723,0.851063829787234,0.9148936170212766,0.9361702127659575,0.9361702127659575,1.0,1.0,1.0,1.0,1.0,1,0.8096304591265399,
BOOKKEEPER_Ibk-SMOTEBestFirst6.csv,3,0.2857142857142857,0.07142857142857142,0.11428571428571428,0.2300012194378391,0.9696697774587222,0.13322033898305083,0.11474327891835581,0.21428571428571427,0.35714285714285715,0.39285714285714285,0.5,0.6071428571428571,0.6428571428571429,0.6785714285714286,0.6785714285714286,0.75,0.7857142857142857,0.8214285714285714,0.8928571428571429,0.9642857142857143,1.0,1.0,1.0,1.0,1.0,1.0,0.7581935608251398,0.21428571428571427,0.35714285714285715,0.39285714285714285,0.5,0.6071428571428571,0.6428571428571429,0.6785714285714286,0.6785714285714286,0.75,0.7857142857142857,0.8214285714285714,0.8928571428571429,0.9642857142857143,1.0,1.0,1.0,1.0,1.0,1.0,0.7527472527472527,0.23076923076923073,0.3571428571428572,0.3928571428571428,0.5,0.6071428571428571,0.6428571428571429,0.6785714285714286,0.6785714285714286,0.75,0.7857142857142857,0.8214285714285714,0.8928571428571429,0.9642857142857143,1.0,1.0,1.0,1.0,1.0,1,0.7518796992481203,
BOOKKEEPER_Ibk-SMOTEBestFirst4.csv,8,0.3333333333333333,0.41379310344827586,0.36923076923076925,0.2691133416637988,0.905667855727309,0.572944297082228,0.31265269974036125,0.27586206896551724,0.3448275862068966,0.4827586206896552,0.5517241379310345,0.6206896551724138,0.6551724137931034,0.7241379310344828,0.7241379310344828,0.7241379310344828,0.7586206896551724,0.8275862068965517,0.896551724137931,0.896551724137931,1.0,1.0,1.0,1.0,1.0,1.0,0.74160746694322,0.27586206896551724,0.3448275862068966,0.4827586206896552,0.5517241379310345,0.6206896551724138,0.6551724137931034,0.7241379310344828,0.7241379310344828,0.7241379310344828,0.7586206896551724,0.8275862068965517,0.896551724137931,0.896551724137931,1.0,1.0,1.0,1.0,1.0,1.0,0.764573502722323,0.32000000000000006,0.3448275862068966,0.48275862068965525,0.5517241379310345,0.6206896551724138,0.6551724137931034,0.7241379310344828,0.7241379310344828,0.7241379310344828,0.7586206896551724,0.8275862068965517,0.896551724137931,0.896551724137931,1.0,1.0,1.0,1.0,1.0,1,0.7622504537205081,
BOOKKEEPER_Ibk-BestFirst2.csv,62,0,0.0,0.0,0.016680567139282735,1.0,0.0,0,0.05084745762711865,0.11864406779661017,0.2033898305084746,0.3389830508474576,0.423728813559322,0.4745762711864407,0.576271186440678,0.6271186440677966,0.711864406779661,0.7627118644067796,0.8305084745762712,0.8983050847457628,0.8983050847457628,0.9661016949152542,0.9830508474576272,0.9830508474576272,0.9830508474576272,0.9830508474576272,1.0,0.3932441951699967,0.05084745762711865,0.11864406779661017,0.2033898305084746,0.3389830508474576,0.423728813559322,0.4745762711864407,0.576271186440678,0.6271186440677966,0.711864406779661,0.7627118644067796,0.8305084745762712,0.8983050847457628,0.8983050847457628,0.9661016949152542,0.9830508474576272,0.9830508474576272,0.9830508474576272,0.9830508474576272,1.0,0.57290135038469,0.08108108108108103,0.15555555555555556,0.23529411764705888,0.36363636363636365,0.423728813559322,0.4666666666666668,0.5666666666666667,0.6166666666666667,0.7,0.75,0.8166666666666667,0.8833333333333334,0.8727272727272728,0.9090909090909092,0.9090909090909094,0.8571428571428574,0.7777777777777782,0.5000000000000009,0.0,0.6743978590544156,
