Version ID,Class Name,Version,LOC,LOC_touched,Age,Revision number,Fix number,Author Number,LOC_added,MAX_LOC_added,AVG_LOC_added,churn,MAX_churn,Buggyness
1,bookkeeper/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java,4.0.0,521,521,12,1,0,1,521,521,521.0,521,521,no
1,bookkeeper/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java,4.0.0,573,573,12,1,0,1,573,573,573.0,573,573,no
1,bookkeeper/src/main/java/org/apache/bookkeeper/proto/ServerStats.java,4.0.0,148,148,12,1,0,1,148,148,148.0,148,148,no
1,bookkeeper/src/main/java/org/apache/bookkeeper/streaming/LedgerInputStream.java,4.0.0,173,173,12,1,0,1,173,173,173.0,173,173,no
1,bookkeeper/src/main/java/org/apache/bookkeeper/streaming/LedgerOutputStream.java,4.0.0,147,147,12,1,0,1,147,147,147.0,147,147,no
1,bookkeeper/src/main/java/org/apache/bookkeeper/tools/BookKeeperTools.java,4.0.0,763,763,12,1,0,1,763,763,763.0,763,763,no
1,bookkeeper/src/main/java/org/apache/bookkeeper/util/LocalBookKeeper.java,4.0.0,209,209,12,1,0,1,209,209,209.0,209,209,no
1,bookkeeper/src/main/java/org/apache/bookkeeper/util/Main.java,4.0.0,54,54,12,1,0,1,54,54,54.0,54,54,no
1,bookkeeper/src/main/java/org/apache/bookkeeper/util/MathUtils.java,4.0.0,38,38,12,1,0,1,38,38,38.0,38,38,no
1,bookkeeper/src/main/java/org/apache/bookkeeper/util/OrderedSafeExecutor.java,4.0.0,98,98,12,1,0,1,98,98,98.0,98,98,no
1,bookkeeper/src/main/java/org/apache/bookkeeper/util/SafeRunnable.java,4.0.0,38,38,12,1,0,1,38,38,38.0,38,38,no
1,bookkeeper/src/main/java/org/apache/bookkeeper/util/StringUtils.java,4.0.0,94,94,12,1,0,1,94,94,94.0,94,94,no
